Game,Desc,Price,Categories,Status
Out of the Park Baseball 10,"Out of the Park Baseball 10 (""OOTP 10""), the latest in the award-winning series, is the most immersive, realistic, and customizable baseball management simulation game on the market today. OOTP 10 provides what fantasy baseballers truly desire - the ability to control every aspect of a baseball team. With online or solo play, real Major League rosters, historical simulations, and purely fictional ","76,99 ","['Sports', 'Traditional', 'Baseball', 'Management']",In Stock
Bangai-O Spirits,"Bangai-O Spirits provides gamers with addictive shooter gameplay, punishing supermoves and a sensory overload of fireworks onscreen, with strategic and tactical elements and TREASURE’s quirky design style. The game also offers co-op, competitive multiplayer for 1-4 players via local wireless, a powerful level editor tool which allows players to edit in-game levels or create new ones from scratch, ","78,99 ","['Action', 'Shooter', 'Scrolling', '""Shoot-Em-Up""', 'Vertical']",In Stock
The Forest,"As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. Build, explore, survive in this terrifying first person survival horror simulator.","73,99 ","['Horror', 'Action Adventure', 'Survival']",In Stock
Tekken Tag Tournament 2: Wii U Edition,"For the first time on any Nintendo console - Tekken Tag Tournament 2 promises to deliver completely updated features and the most comprehensive Tekken experience to date. Play with the largest Tekken roster ever, in all new stages, utilizing fully re-engineered multiplayer functionality for optimum online matches. Enjoy exclusive Wii U features including special battle modes and exclusive costumes","80,99 ","['Action', 'Fighting', '3D']",In Stock
Call of Duty: Modern Warfare Remastered,"Call of Duty: Modern Warfare is back, remastered in true high-definition, featuring improved textures, physically based rendering, high-dynamic range lighting and much more. Relive one of the most iconic campaigns in history, as you are transported around the globe, including fan favorite missions ""All Ghillied Up,"" ""Mile High Club,"" and ""Crew Expendable."" You'll suit up as unforgettable character","71,99 ","['Arcade', 'Action', 'Shooter', 'First-Person', 'Tactical']",In Stock
MLB The Show 20,Run the table and rake in rewards with brand new mode “Showdown”. A new experience and updates throughout DD make Diamond Dynasty the best version yet.,"65,99 ","['Sports', 'Team', 'Baseball', 'Sim']",In Stock
Hearts of Iron II,"Hearts of Iron II is the sequel to the most appreciated World War II PC game of true Grand Strategic scope! As in its forbear, the map spans the entire world and allows you to play one of over 130 countries during the years of World War II. Hearts of Iron II is a dream come true for every armchair general and forces the player to choose sides when democracy, communism and fascism clash in the batt","83,99 ","['Strategy', 'Real-Time', 'Military', 'General']",In Stock
Ring Fit Adventure,"Traverse grass-swept plains by jogging in place, attack enemies with overhead shoulder presses, and refill your health meter by striking some yoga poses. Two new accessories, the Ring-Con™ and Leg Strap, measure your real-world actions and help turn them into in-game movements. With additional minigames and customizable workout routines, Ring Fit Adventure is great escape for players of all skill ","86,99 ","['Miscellaneous', 'Exercise / Fitness']",In Stock
Sackboy: A Big Adventure,"Perilous platforming experience - Explore here, there and everywhere as you utilize sackboy's cool, diverse move-set to face a huge variety of thrilling challenges, fierce enemies and startling surprises. Re-stuffed. Re-stitched. Re-zipped - sack boy returns to the big time stuffed with fresh moves and game-changing gadgets in an awe-inspiring and downright fun 3D adventure in this new, but famili","83,99 ","['Action', 'Platformer', '3D']",In Stock
ZEN Pinball 2: Portal Pinball,"Zen Studios, in collaboration with Aperture Laboratories and Valve, is proud to present the Aperture Science Heuristic Portal  Pinball Device, proving that persistent experimentation is not only the hallmark of good science for the benefit of mankind, but also incalculably fun!

Table features:
- Guide Chell and Wheatley through test chambers by navigating portals, using aerial faith plates, defea","49,99 ","['Action', 'Pinball']",In Stock
Star Wars Pinball,"Feel the power of the Force in Star Wars Pinball! Set in a galaxy far, far away, each of the tables in this brand new pack lets you interact with the most iconic characters, and relive the greatest moments of the Star Wars universe: Star Wars: Episode V The Empire Strikes Back, Star Wars: The Clone Wars, and Boba Fett. May the Force be with you!

Influence the Balance of the Force! Join either the","71,99 ","['Action', 'Miscellaneous', 'Parlor', 'Pinball']",In Stock
Crush,"Unique to its genre, Crush introduces a valuable new puzzle gaming experience that is wholly suited to the PSP system. Set within a complex, hypnotic 3D world, players use the game's unique crush mechanic to ""crush"" the environment and transform it into a more simplified 2D platformer. Once flattened, players utilize the 2D space to move to new areas to solve otherwise impossible challenges, and u","82,99 ","['Action', 'Platformer', '3D']",In Stock
Total War: WARHAMMER II - Curse of the Vampire Coast,"Night falls on Lustria. As you stand on the dock and peer seawards through the gathering mists, strain your ears. The jungle sounds behind you fade, and in their place comes a wet thudding, as of rotten rigging against a mouldy mast. The sound multiplies, and with it, the groan of a thousand breathless voices, joined in something part-shanty, part-dirge. Dread prows pierce the gloom ahead, and the","74,99 ","['Strategy', 'Real-Time', 'Tactics']",In Stock
Riven: The Sequel to Myst,Enter a deceptively beautiful world torn apart by age-old conflicts...where secrets lie hidden at every turn...and nothing is as it seems. You must search. You must explore. You must summon every spark of intellect and intuition. Only then will you learn the truth and this troubled land and its inhabitants. You must let Riven become your world - before an entire world is lost. [Red Orb],"88,99 ","['Adventure', '3D', 'First-Person', 'Fantasy']",In Stock
Guardian Heroes,"Much more than just a beat 'em up, Guardian Heroes is the perfect blend of action and adventure. Hack, slash and burn through hordes of androids, zombie warriors and goblins as you select your route through over 30 gripping levels, or battle it out in frantic 6-player mode with over 45 characters to choose from!","81,99 ","['Role-Playing', 'Action RPG']",In Stock
Outer Wilds: Echoes of the Eye,"A strange satellite photo that can’t be explained. A new museum exhibit that marks the trailhead for one last journey into the wilds. Should you pull at the thread and unravel the solar system’s deepest secret, or is some knowledge better left in the dark? Welcome to the Space Program! You're the newest recruit of Outer Wilds Ventures, a fledgling space program searching for answers in a strange, ","86,99 ","['Action Adventure', 'Open-World']",In Stock
Duck Game,"It's DUCK GAME! Enter the futuristic year of 1984 and challenge your friends to a frantic battle for glory. Win over
the crowd and gain a following while you battle using Shotguns, Net Guns, Mind Control Rays, Saxaphones, Magnet Guns, and pretty much
anything else a Duck could use as a weapon. One hit, and your duck is feathers. So Don't blink.

- 2 to 4 PLAYERS in Local Multiplayer Couch Combat
-","80,99 ","['Action', 'General']",In Stock
Icewind Dale II,"The worst fear of the civilized realms has come true. The Goblinoids have united into an army of outcasts and misfits and they want to call the Ten Towns their own. Massive swarms of Orcs and Worg-mounted Goblins are attempting to overrun the town of Targos, and that's just the beginning! A call has gone out to all those willing to face insurmountable odds in defense of the Ten Towns. Will you hee","83,99 ","['Role-Playing', 'PC-style RPG', 'Western-Style']",In Stock
Age of Empires,"Age of Empires is an epic real-time strategy game spanning 10,000 years, in which players are the guiding spirit in the evolution of small stone age tribes. Starting with minimal resources, players are challenged to build their tribes into great civilizations. Gamers can choose from one of several ways to win the game, including: world domination by conquering enemy civilizations, exploration of t","87,99 ","['Strategy', 'Real-Time', 'Historic', 'Command']",In Stock
EverQuest II: Echoes of Faydwer,"Echoes of Faydwer is the fourth expansion pack for EverQuest II and the first EQII expansion pack with content for beginners to high-level players (Levels 1 – 70). This expansion introduces a new playable race, The Fae, an enchanted race of winged creatures. The Fae dwell on the continent of Faydwer, in the arboreal city of Kelethin, the new starting city being added to new chapter in the EQII sag","86,99 ","['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",In Stock
Pocket Card Jockey,"Stack cards like it's a race to the finish. And it is. In this fast-paced mash-up of solitaire and horse racing, you'll jockey your way to victory by clearing cards to energize your horse. You can even level up your noble steed through strategic positioning on the track. Can you master solitaire and horseback racing…at the same time?! After you get a dozen races under your belt, you can retire you","81,99 ","['Miscellaneous', 'Board / Card Game']",In Stock
